57.006,0.022834,0.0085045,-0.021016,57.005,0.0047098,0.0011484,-0.0022236
57.016,0.021639,0.0073074,-0.023413,57.015,0.0010446,-0.00068418,0.0014416
57.026,0.02882,-0.0010723,-0.01144,57.025,-0.0032315,0.00053754,0.00083077
57.036,0.013259,-0.0046636,-0.00066841,57.035,-0.00017715,-0.0025168,-0.0010018
57.046,0.010863,0.0073074,-0.012637,57.045,-0.00017715,-0.0055711,-0.00039096
57.056,0.010865,0.0097016,-0.012639,57.055,-0.004911,-0.0015784,0.00084618
57.066,0.0072718,0.016884,0.008911,57.065,-0.0032315,-0.001295,0.00021991
57.076,0.0024853,0.0097016,0.0065142,57.075,-0.0044532,-7.3317e-05,0.0014416
57.086,0.0096664,0.0049132,-0.0090455,57.085,-0.0050641,-0.0025168,-0.0016127
57.096,9.0599e-05,-0.0046636,-0.00066841,57.095,-0.0032315,-0.0074037,0.0014416
57.106,-0.0094881,-0.016635,-0.01144,57.105,-0.0050641,-0.006182,0.0014416
57.116,0.0072737,-0.011846,0.010106,57.115,-0.0062858,-0.0080146,0.0014416
57.126,0.025229,-0.029803,0.0041226,57.125,-0.0056749,-0.0086254,-0.0034453
57.136,0.027619,-0.047617,0.02205,57.135,-0.00017715,-0.0086254,-0.0022236
57.146,0.039581,-0.05099,0.014818,57.145,-0.00017715,-0.0067928,-0.00039096
57.156,0.014437,-0.041159,-0.0067612,57.155,0.003488,-0.0067928,-0.0022236
57.166,6.5804e-05,-0.021755,-0.00080255,57.165,0.0016554,-0.0055711,-0.0022236
57.176,-0.02628,-0.011952,0.024277,57.175,0.0028772,-0.006182,0.00083077
57.186,-0.025088,0.0241,0.027773,57.185,0.0022663,-0.010458,0.0026634
57.196,0.0060339,0.038517,0.024061,57.195,0.0028772,-0.012291,0.00083077
57.206,0.053913,0.038497,0.0024044,57.205,0.0016554,-0.013512,-0.00039096
57.216,0.065884,0.0085694,-0.039494,57.215,0.0010446,-0.0098472,-0.0010018
57.226,0.057505,-0.01657,-0.061042,57.225,-0.00017715,-0.0055711,0.00021991
57.236,0.010818,-0.027344,0.020361,57.235,-0.00017715,-0.0080146,0.00083077
57.246,0.023981,-0.041596,0.053814,57.245,0.0028772,-0.01168,-0.0010018
57.256,0.049116,-0.027088,-0.015649,57.255,0.003488,-0.0086254,-0.0016127
57.266,0.059885,-0.038863,-0.019237,57.265,0.0022663,-0.0086254,0.00021991
57.276,0.027556,-0.03146,0.025013,57.275,-0.00017715,-0.0067928,-0.00039096
57.286,0.0083933,-0.022853,0.057195,57.285,0.0028772,-0.006182,0.00083077
57.296,-0.010771,-0.025012,0.035468,57.295,0.0022663,-0.0043494,-0.0016127
57.306,0.00080623,-0.0086282,0.0050938,57.305,0.00014136,-0.0016415,-0.00073721
57.316,0.0059748,-0.012648,-0.026985,57.315,0.0022663,-0.0086254,-0.0010018
57.326,0.011952,-0.0052996,-0.016236,57.325,0.0016554,-0.010458,-0.0010018
57.336,0.034697,-0.013517,-0.023405,57.335,0.00043371,-0.0098472,0.0014416
57.346,0.045468,0.0069555,-0.022161,57.345,0.0016554,-0.010458,0.0026634
57.356,0.063423,-0.006103,-0.0065519,57.355,0.00043371,-0.0086254,0.00083077
57.366,0.058632,-0.01197,0.015008,57.365,0.0010446,-0.0037385,0.00083077
57.376,0.038279,-0.024994,-0.0053259,57.375,0.0028772,-0.00068418,-0.00039096
57.386,0.038276,-0.030802,-0.012475,57.385,0.00043371,-0.0025168,-0.00039096
57.396,0.029892,-0.029406,-0.00047755,57.395,0.0016554,-0.00068418,0.0014416
57.406,0.024893,-0.036551,-0.00053149,57.405,0.0059445,-0.00018796,0.00027258
57.416,0.0083361,-0.00028145,-0.0064034,57.415,0.0053206,-0.0037385,0.0014416
57.426,-0.006031,0.002251,-0.011147,57.425,0.0040989,-0.0037385,0.0014416
57.436,-0.014413,0.0035621,0.0020558,57.435,0.0040989,-0.006182,0.00021991
57.446,0.0083323,0.0035621,0.0056471,57.445,0.0047098,-0.010458,-0.0010018
57.456,0.021501,-0.010803,0.01283,57.455,0.0053206,-0.0086254,-0.00039096
57.466,0.020304,-0.013197,-0.00033844,57.465,0.008375,-0.0043494,-0.0016127
57.476,0.016712,-0.0036205,0.0068442,57.475,0.0059315,-0.0067928,-0.00039096
57.486,0.034669,0.0095476,-0.025478,57.485,0.0059315,-0.0025168,0.00083077
57.496,0.031077,0.017927,-0.0039297,57.495,0.0065424,-0.0074037,-0.0016127
57.506,0.050231,0.014336,-0.014704,57.505,0.0071532,-0.0025168,-0.00039096
57.516,0.037063,0.010745,-0.0039297,57.515,0.0040989,-0.0043494,-0.0028344
57.526,0.029881,-0.0084089,-0.013507,57.525,0.003488,-0.001295,-0.00039096
57.536,0.037063,-0.0048176,-0.018295,57.535,0.0053206,-7.3317e-05,-0.0016127
57.546,0.031077,-0.010803,0.0080413,57.545,0.0028772,0.0017593,-0.00039096
57.556,0.0035439,-0.0084089,0.016421,57.555,0.0065424,-7.3317e-05,0.00083077
57.566,0.0059385,0.0035621,0.00085866,57.565,0.0065424,0.00053754,-0.00039096
57.576,0.002347,0.01673,-0.0051268,57.575,0.008375,-0.0037385,-0.0016127
57.586,0.010727,0.014336,-0.026675,57.585,0.0065424,-0.0025168,0.00021991
57.596,0.011929,0.023847,-0.024189,57.595,0.0053206,-0.001295,-0.0010018
57.606,0.028693,0.011801,-0.0049497,57.605,0.0053206,-0.0031276,-0.00039096
57.616,0.039471,-0.0002306,-0.015629,57.615,0.0053206,-0.0037385,-0.0010018
57.626,0.033485,-0.013399,0.0011305,57.625,0.0047098,-7.3317e-05,-0.0028344
57.636,0.029899,-0.00024901,-0.035862,57.635,0.0022663,-0.00068418,-0.0028344
57.646,0.040677,0.0092983,-0.026144,57.645,0.0022663,-0.0037385,-0.00039096
57.656,0.035893,0.0080626,-0.011639,57.655,0.0022663,-0.0031276,-0.00039096
57.666,0.016745,0.011604,-0.031818,57.665,0.0010446,-0.001295,0.00021991
57.676,0.0071764,0.024685,-0.028032,57.675,-0.0013989,-0.00068418,-0.0016127
57.686,0.0023956,0.016205,-0.018261,57.685,-0.0013989,-0.0031276,-0.00039096
57.696,0.010787,0.0041425,-0.034799,57.695,-0.0026206,-0.0025168,-0.00039096
