4.002,1.9923,6.2118,-0.47464,4.006,0.4231,0.46963,0.86067
4.012,1.3951,5.7629,-0.26421,4.016,0.47846,0.66546,0.50587
4.022,0.53615,3.7926,-0.72299,4.026,0.4985,0.6437,0.20643
4.032,-0.3205,1.2719,-1.3297,4.036,0.49393,0.52093,-0.048858
4.042,-0.92533,-1.035,-1.6268,4.046,0.45827,0.34511,-0.26458
4.052,-1.3028,-2.5926,-1.8077,4.056,0.37838,0.18362,-0.4216
4.062,-1.7713,-3.5551,-1.9848,4.066,0.28021,0.10168,-0.53718
4.072,-2.3868,-3.8139,-1.8643,4.076,0.21872,0.086853,-0.6358
4.082,-2.943,-3.4409,-1.4778,4.086,0.26842,0.10111,-0.66599
4.092,-3.1678,-2.5053,-0.67157,4.096,0.72352,-0.021828,-0.54229
4.102,-2.9392,-1.6471,-0.014366,4.106,0.9846,-0.15822,-0.44661
4.112,-2.5065,-1.0638,0.0056266,4.116,1.2149,-0.28492,-0.33878
4.122,-1.9494,-0.37879,-0.20523,4.126,1.3408,-0.33951,-0.25055
4.132,-1.3282,0.21755,-0.25399,4.136,1.3805,-0.30441,-0.19325
4.142,-0.84359,0.64172,-0.14342,4.146,1.3661,-0.18464,-0.17139
4.152,-0.57117,1.1631,-0.10328,4.156,1.2419,0.039532,-0.19239
4.162,-0.64194,1.7267,-0.15665,4.166,1.1517,0.11543,-0.2173
4.172,-0.94329,2.14,-0.11224,4.176,1.0315,0.24977,-0.26125
4.182,-1.3919,2.4751,0.12322,4.186,0.94213,0.29834,-0.26508
4.192,-1.7974,2.7341,0.3113,4.196,0.86877,0.30401,-0.25221
4.202,-2.089,2.6886,0.52245,4.206,0.76268,0.25842,-0.17011
4.212,-2.3511,2.2327,0.89866,4.216,0.71347,0.20218,-0.088003
4.222,-2.3595,1.6004,1.0485,4.226,0.68334,0.13095,0.026362
4.232,-2.3365,0.87944,1.1699,4.236,0.6565,0.072109,0.12017
4.242,-2.3005,0.16156,1.2528,4.246,0.62419,0.018864,0.22204
4.252,-2.2702,-0.26422,1.3887,4.256,0.58347,0.0023211,0.31431
4.262,-2.194,-0.29633,1.5834,4.266,0.55758,0.031498,0.35009
4.272,-2.0915,-0.14357,1.8099,4.276,0.54631,0.067857,0.3548
4.282,-2.0965,0.04219,1.9052,4.286,0.5428,0.088374,0.33899
4.292,-2.1197,0.19614,1.8979,4.296,0.57946,0.048138,0.30141
4.302,-2.1728,0.31152,1.8517,4.306,0.62359,-0.0043402,0.28465
4.312,-2.1359,0.3172,1.9839,4.316,0.76265,-0.075414,0.28933
4.322,-1.7797,0.19714,2.232,4.326,0.90062,-0.088293,0.30763
4.332,-1.2217,0.14624,2.1426,4.336,0.99589,-0.023034,0.35204
4.342,-0.54126,0.23847,1.7136,4.346,1.0139,0.092204,0.43269
4.352,0.42627,0.55226,0.82695,4.356,0.88956,0.16966,0.52504
4.362,1.0376,1.1311,-0.55998,4.366,0.70107,0.21687,0.6062
4.372,1.4246,1.8792,-2.2673,4.376,0.38194,0.0749,0.62123
4.382,1.8488,2.5984,-3.3672,4.386,0.20849,-0.17196,0.54017
4.392,2.6075,3.1194,-3.1931,4.396,0.090233,-0.48706,0.32784
4.402,3.9725,4.2558,-1.8905,4.406,-0.022964,-0.7476,0.085836
4.412,4.7654,5.1284,0.046269,4.416,-0.18012,-0.45977,-0.22975
4.422,5.9651,5.3863,2.667,4.426,-0.4153,0.30586,-0.48874
4.432,6.4766,4.3815,3.8488,4.436,-0.61948,0.93634,-0.52392
4.442,5.5707,2.7104,4.0116,4.446,-0.72936,1.2734,-0.47587
4.452,3.3478,1.0393,3.9515,4.456,-0.63881,1.335,-0.34982
4.462,1.1072,-0.41917,3.4437,4.466,-0.46616,1.2467,-0.20444
4.472,-0.45328,-1.8241,2.0194,4.476,-0.35716,1.0164,-0.10188
4.482,-1.1966,-2.5572,-2.4852,4.486,-0.34806,0.66584,-0.040193
4.492,-0.93162,-1.5469,-6.1415,4.496,-0.39784,0.049622,-0.01172
4.502,-0.11107,-0.11785,-8.048,4.506,-0.43997,-0.49583,-0.021826
4.512,0.78347,0.67866,-8.2942,4.516,-0.63736,-0.86721,-0.2089
4.522,1.6853,0.81016,-7.6002,4.526,-0.86691,-1.1525,-0.54037
4.532,2.4404,0.47358,-4.8469,4.536,-0.74291,-0.80178,-0.70506
4.542,3.0386,0.22077,-2.558,4.546,-0.71275,0.017546,-0.71337
