0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
12.333,1.5848436,0.6793801,-2.135478,12.323,-0.48972493,-0.14224596,-0.6415516
12.342,2.0046968,0.7720344,-1.6331252,12.334,-0.47161546,-0.23066284,-0.9036064
12.353,2.0807476,0.50548905,-0.45147628,12.343,-0.44604912,-0.25835967,-1.0793749
12.363,1.846426,0.17291129,1.028804,12.354,-0.32887015,-0.25729442,-1.1539434
12.373,1.3873663,-0.2116732,1.8367054,12.362,-0.16481957,-0.2817955,-1.1390297
12.382,0.87905407,-0.7795716,1.893068,12.372,-0.048705846,-0.32653654,-1.0729834
12.393,0.474411,-1.7029951,1.77732,12.381,-0.009291095,-0.35529867,-0.9856317
12.402,0.117738724,-2.6079116,1.4694016,12.392,0.014144703,-0.34358078,-0.89401907
12.413,-0.07992172,-3.2349257,0.6924362,12.401,0.068473145,-0.23385863,-0.8396906
12.423,-0.579031,-3.0715032,0.16744822,12.412,0.16967317,-0.010153293,-0.8428864
