0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
8.391,-3.6591206,0.5032472,1.0431703,8.379,0.59364796,-0.30523127,-0.14833461
8.402,-2.62288,0.32840723,1.4148705,8.39,0.64691114,-0.38193026,-0.0013282504
8.412,-1.561348,0.26586092,1.9642444,8.401,0.7438502,-0.3425155,0.0849581
8.426,-0.6374941,0.278844,2.34333,8.411,0.8578333,-0.19337861,0.13928655
8.432,0.15323353,0.2091645,2.579834,8.425,0.93879336,0.042044625,0.19361497
8.439,1.0430307,0.17731243,2.7235744,8.431,0.9547723,0.25403205,0.26285708
8.45,1.738697,0.29281944,2.3760657,8.441,0.92601025,0.35842788,0.30759814
8.462,2.0169525,0.45600253,1.5876133,8.451,0.8599639,0.3722763,0.31612027
8.471,2.0104227,0.60996336,1.105221,8.461,0.7843302,0.38186368,0.3054676
8.482,2.1189108,0.79362494,1.3579841,8.473,0.7395891,0.3722763,0.3001413
