0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
9.607,5.137948,0.6388128,-3.11831,9.598,-0.89345986,-0.22214071,-0.8748444
9.614,4.99494,0.11759251,-1.5090008,9.608,-0.805043,-0.75051147,-0.89188856
9.623,3.9845,0.52326894,-1.8041649,9.613,-0.66868925,-1.2650337,-1.0037413
9.634,2.9830408,0.8694021,-3.1453757,9.625,-0.5568366,-1.2543812,-1.0314381
9.642,1.7407045,0.84577966,-4.068908,9.635,-0.56429344,-0.7792736,-0.9611307
9.656,-0.0005636215,0.36680603,-3.8090868,9.641,-0.6441882,-0.11135332,-0.8141243
9.663,-1.4982576,-0.5817126,-2.8528512,9.655,-0.66016716,0.48412898,-0.59148425
9.674,-2.3372355,-1.5066338,-1.9254175,9.664,-0.5334008,0.844188,-0.34327784
9.685,-2.7217913,-2.0420487,-1.36939,9.675,-0.26495436,0.9358007,-0.07696195
9.695,-2.8319988,-2.3634024,-1.2893034,9.684,0.10575737,0.8516449,0.22024657
