0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
6.065,1.9841919,1.2356958,-4.4077153,6.055,0.13878053,-0.29457864,1.2567478
6.076,0.9793463,0.39027578,-4.412916,6.066,0.042906817,0.13791834,1.2354426
6.088,-0.63468266,0.32693535,-4.544467,6.075,0.10682263,0.7408574,1.0969583
6.096,-1.9543324,0.9909457,-4.7047415,6.089,0.14410685,1.2798808,0.98297524
6.105,-1.9604445,1.5516299,-4.5218067,6.095,-0.027400576,1.4876071,0.8775142
6.116,-0.76048756,1.5993888,-3.2444143,6.106,-0.38745967,1.2127692,0.63250357
6.126,0.29032803,1.8366866,-1.944762,6.117,-0.70810395,0.47986794,0.17124444
6.136,1.2090845,2.6059854,-2.0219796,6.125,-0.86682826,-0.2668818,-0.3976063
6.145,1.7088146,3.520955,-1.7649207,6.136,-0.9243525,-0.67913884,-0.9131938
6.157,2.0126648,3.988545,-0.9040478,6.145,-0.9009167,-0.78673047,-1.221055
