0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
5.154,-0.009634972,4.386096,3.6474967,5.142,-0.687864,-1.1968569,-1.4074761
5.166,-0.21733952,2.2704544,2.0209582,5.154,0.21441424,-1.3087095,-1.6982931
5.175,-0.32840538,-0.37738743,1.3183998,5.165,0.8418544,-0.8889957,-1.8016236
5.184,0.11410618,-3.3363702,0.9376272,5.176,1.0879304,-0.60883147,-1.6801836
5.195,0.3586197,-5.6983857,0.38123792,5.183,0.96542495,-0.7185536,-1.4128025
5.207,-0.32838058,-6.74507,-0.8073404,5.195,0.54571116,-0.8772778,-0.98456645
5.224,-0.33395672,-7.0674334,0.50169146,5.208,0.04077629,-0.6855304,-0.51798105
5.23,-1.1000843,-6.068551,0.918228,5.219,-0.32887015,-0.39258286,-0.3134505
5.237,-2.0972672,-4.5771246,0.5003817,5.227,-0.42900494,0.1389836,-0.34647363
5.244,-2.9501104,-3.46474,0.695502,5.235,-0.32993543,0.75044477,-0.50839365
