0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
0.506,0.6857691,0.56128955,1.0676389,0.497,-0.19251642,0.7238132,0.6388951
0.515,-0.49455357,0.34646046,0.95056665,0.505,-0.23938802,0.8164912,0.65806985
0.526,-1.529746,0.18989259,0.8380631,0.517,-0.27028066,0.7717501,0.6570046
0.537,-2.308094,-0.030539274,0.7491345,0.527,-0.29691225,0.6290048,0.64741725
0.545,-2.8703308,-0.30113682,0.803522,0.536,-0.32141334,0.4340616,0.62291616
0.556,-3.1597252,-0.57593286,0.9682454,0.545,-0.33100072,0.21355204,0.5813709
0.565,-3.2049408,-0.8932574,1.0633996,0.555,-0.32993543,-0.017610138,0.5344993
0.576,-2.880745,-1.1343192,1.0885063,0.566,-0.33845752,-0.25835967,0.492954
0.587,-2.2165594,-1.1686783,1.0659516,0.576,-0.36402386,-0.4767387,0.45034346
0.598,-1.4647112,-1.0274454,1.0547277,0.588,-0.39917755,-0.6226798,0.3842971
