0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
11.525,0.055088043,-0.3747729,2.4313931,11.515,0.6714123,-0.10709227,-0.10891986
11.534,0.6271982,-0.3318642,2.9778583,11.524,0.80350494,0.17307203,-0.030090364
11.543,1.0399427,-0.30556905,3.293518,11.533,0.92814076,0.45430163,0.03915176
11.555,1.125309,-0.2929347,3.1189651,11.543,1.0080357,0.6268742,0.09561073
11.565,0.9689903,-0.15579098,2.3373275,11.554,1.0325367,0.6567016,0.15313497
11.576,0.5148401,0.13619125,1.5795281,11.564,1.0016439,0.5981121,0.20959394
11.582,0.028653145,0.60175776,1.256767,11.575,0.97501236,0.56189317,0.2649876
11.595,-0.018497467,1.124763,1.1549549,11.583,0.95370704,0.47986794,0.3086634
11.604,0.4424963,1.586469,1.201672,11.596,0.8748776,0.24870574,0.2884234
11.619,1.353859,2.0382476,1.4856817,11.603,0.7246754,-0.11561438,0.18083182
