0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
4.143,1.0842438,2.593083,0.7249052,4.134,-0.9595062,-0.83999366,-1.4788488
4.156,1.8277931,1.6827729,1.6583457,4.142,-0.6889292,-0.99765265,-1.4990888
4.166,1.9908228,0.2081021,2.2456946,4.155,-0.40237334,-1.1063095,-1.374453
4.176,1.8161755,-1.3420553,2.1563659,4.165,-0.16695009,-1.0871348,-1.1326381
4.184,1.7452497,-2.6262045,1.653725,4.175,-0.06468479,-0.89751786,-0.8727138
4.196,1.5316734,-3.308696,1.2604898,4.183,-0.07001111,-0.5374588,-0.71398956
4.204,0.76795864,-3.3425214,0.7931751,4.195,-0.077467956,-0.112418585,-0.6703137
4.216,-0.3272066,-3.1284506,0.32459602,4.203,-0.03805321,0.25190154,-0.67883587
4.226,-1.3843851,-2.7146137,-0.16341281,4.217,0.020536285,0.50863,-0.7097285
4.236,-2.4912834,-2.1288037,-0.72302353,4.227,0.057820506,0.6407227,-0.74914324
