0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
1.012,-0.17487907,3.279015,-2.2158117,1.0,-0.2713459,0.63433105,-0.058852486
1.023,-0.2942915,3.8584468,-1.7040534,1.013,-0.28625962,0.34777525,-0.40293264
1.032,-0.3675995,3.7383401,-1.0467292,1.022,-0.26175854,0.1624194,-0.68416214
1.041,-0.18254375,3.0688164,-0.3716447,1.031,-0.20849536,0.0068909237,-0.8556696
1.051,0.015208244,2.163455,0.027247965,1.04,-0.14671008,-0.16035545,-0.9568696
1.062,-0.028378487,1.101636,0.39071596,1.052,-0.09344691,-0.29138285,-1.0133287
1.072,-0.23658466,0.011746436,0.55733824,1.063,-0.030596364,-0.32973236,-1.011198
1.084,-0.49392414,-1.075512,0.42393774,1.071,0.0258626,-0.29670918,-0.93769485
1.093,-0.72155476,-1.9060621,0.2583975,1.083,0.061016295,-0.23918495,-0.81838536
1.102,-0.94408894,-2.3084772,-0.061230168,1.091,0.08019104,-0.20190072,-0.691619
