0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
2.123,-0.43961334,-0.6363881,1.614667,2.113,-0.03166163,-0.32440603,-1.253013
2.135,-0.8818321,-1.3466583,1.4201536,2.124,0.08125631,-0.33292812,-1.0921581
2.146,-1.0102625,-1.7464045,1.3053224,2.134,0.07060367,-0.283926,-0.925977
2.154,-1.3205404,-1.7894571,0.837161,2.145,0.017340492,-0.223206,-0.80986327
2.163,-1.7859936,-1.713521,0.19514897,2.153,-0.023139521,-0.12946281,-0.7416864
2.174,-2.1986961,-1.6827004,-0.44629884,2.164,-0.043379527,-0.008022766,-0.711859
2.182,-2.6806002,-1.3810734,-0.8837577,2.173,-0.033792157,0.12939623,-0.7214464
2.197,-3.4030657,-0.73678833,-1.2334716,2.182,-0.019943729,0.20289941,-0.73955584
2.202,-4.074093,0.028715257,-1.2745945,2.195,-0.029531099,0.18478993,-0.73955584
2.216,-4.49366,0.7251478,-1.0284514,2.203,-0.048705846,0.12620044,-0.72890323
