0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
10.715,-2.2266722,-3.1566832,-0.9905473,10.705,0.0152099645,0.9634975,-0.15046513
10.725,-1.9338484,-3.5361543,-0.9196998,10.715,0.35396373,0.96243227,0.23196447
10.735,-1.6595135,-3.5615706,-0.8311066,10.726,0.7576986,0.96243227,0.5110635
10.744,-1.6179008,-3.4136744,-0.6014467,10.734,1.1561073,1.0114343,0.73902994
10.755,-1.6648922,-3.1741571,-0.61358374,10.743,1.4682294,1.0657628,1.006411
10.767,-1.5463686,-2.6895149,-0.6806498,10.756,1.6290843,1.1382008,1.2972279
10.776,-0.9255295,-1.8966932,-0.5948762,10.766,1.6173664,1.1115692,1.519868
10.785,-0.07719803,-0.7699116,-0.4071628,10.775,1.4394674,0.8250133,1.5784575
10.797,0.65898514,0.624814,-0.07630533,10.784,1.1241493,0.209291,1.434647
10.806,0.6988449,1.913496,-0.19750988,10.795,0.7630249,-0.56835145,1.1097416
