0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
8.896,-1.7397261,-3.863091,2.3588443,8.886,-0.4886597,-0.6780736,-0.08761459
8.907,-0.8214474,-3.1058547,2.4286444,8.895,-0.58666396,-0.696183,-0.18774936
8.915,0.20437813,-2.397548,2.505297,8.906,-0.6580366,-0.5459809,-0.22396833
8.927,1.1313553,-1.6773701,2.5099516,8.916,-0.6697545,-0.24877232,-0.22822937
8.936,1.8063745,-1.0732596,2.4775815,8.926,-0.6005124,0.13152675,-0.22609885
8.947,2.1896791,-0.45755595,2.1827586,8.937,-0.47907233,0.49584687,-0.21970727
8.958,2.1394892,0.1261968,1.6896892,8.946,-0.38213333,0.7365964,-0.20479357
8.967,1.8151178,0.6597118,1.255645,8.959,-0.34591436,0.76535845,-0.18242304
8.976,1.2365465,1.1379021,0.957671,8.966,-0.3480449,0.6535058,-0.1749662
8.986,0.7315235,1.3577574,1.2235507,8.985,-0.32141334,0.17733309,-0.1515304
