0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
9.299,-2.6015263,-3.1251597,0.36828524,9.289,0.10256158,-0.054894358,-0.7949496
9.31,-3.1230278,-2.2304785,0.23954487,9.3,0.13665001,-0.016544875,-0.8109285
9.319,-3.5467854,-1.024161,0.18497849,9.309,0.19097845,-0.063416466,-0.8056022
9.331,-3.6217146,0.10423263,-0.001101017,9.32,0.22826266,-0.18272597,-0.792819
9.338,-3.7312174,0.97825307,-0.08840412,9.33,0.25489423,-0.25835967,-0.80240643
9.35,-3.8854456,1.4829432,0.056753516,9.339,0.30389637,-0.22427127,-0.7906885
9.361,-4.0270405,1.6435934,0.361615,9.351,0.33905005,-0.16035545,-0.7640569
9.371,-4.0939064,1.5890857,0.7248098,9.362,0.36781216,-0.12626702,-0.7150548
9.38,-4.1600723,1.6659583,0.93151796,9.37,0.41148797,-0.13691965,-0.63942105
9.391,-3.986805,1.8689194,1.0563346,9.379,0.45090273,-0.18911757,-0.5318295
