0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
13.545,0.08862114,-2.2383325,1.0401373,13.536,-0.04977111,0.39997315,-0.8056022
13.556,-0.7211704,-2.4881957,0.6649583,13.544,-0.009291095,0.46388897,-0.772579
13.566,-1.6504583,-2.481453,0.21190885,13.555,0.037580498,0.4596279,-0.77790534
13.577,-2.4974718,-2.0687294,0.113625914,13.567,0.07060367,0.36055842,-0.7811011
13.585,-2.9996138,-1.5841651,0.17862171,13.576,0.100431055,0.19650784,-0.77577484
13.597,-3.4082575,-0.8228903,0.060533732,13.584,0.14410685,0.025000403,-0.7640569
13.605,-3.578001,0.03146006,0.03727153,13.596,0.16221634,-0.18379124,-0.7470127
13.618,-3.545351,0.79785,0.23953736,13.604,0.15582475,-0.35742918,-0.7363601
13.627,-3.3349142,1.4701713,0.7177327,13.617,0.15262897,-0.45223767,-0.7363601
13.636,-3.088091,1.8905225,1.1177051,13.628,0.1632816,-0.5193493,-0.732099
