0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
9.401,-3.7417097,2.1939833,1.3393524,9.39,0.47433853,-0.2935134,-0.40399787
9.41,-3.200204,2.5489085,1.7358241,9.4,0.48499116,-0.43412817,-0.26231784
9.421,-2.4705906,2.5428176,1.9377365,9.411,0.48712167,-0.5576988,-0.13448618
9.432,-1.7021837,2.134928,1.9272281,9.421,0.49670905,-0.5651556,-0.04287353
9.439,-0.9322357,1.6744628,1.8803596,9.431,0.51694906,-0.41069236,0.016781231
9.453,-0.30274773,1.4513756,1.9259925,9.44,0.5403848,-0.1528986,0.059391767
9.462,0.2270174,1.1887747,2.1716886,9.452,0.56062484,0.12620044,0.08815389
9.473,0.63648415,0.928608,2.4363847,9.462,0.5819301,0.34457946,0.10626337
9.482,0.7930689,0.7067346,2.4895208,9.471,0.5947133,0.4745416,0.12650336
9.492,0.7793207,0.437323,2.257873,9.483,0.58938694,0.5256742,0.17657076
