0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
11.321,1.242816,-1.5665401,2.4771297,11.311,-0.0849248,-0.651442,-0.9877623
11.331,0.99233055,-2.9452622,2.1878803,11.322,0.021601547,-0.6013746,-0.87377906
11.339,0.71513176,-3.693523,1.6079097,11.332,0.09084368,-0.3350587,-0.79601485
11.354,0.08990669,-3.6746519,0.9648391,11.339,0.14091106,0.0068909237,-0.76938325
11.362,-0.9394579,-3.148586,0.34048253,11.353,0.16647738,0.2966426,-0.7640569
11.373,-1.9671268,-2.553348,-0.3631913,11.363,0.1686079,0.4894553,-0.75127375
11.382,-2.8895588,-1.5955689,-0.5696813,11.375,0.1803258,0.6045037,-0.74275166
11.394,-3.2164726,-0.39445767,-0.5138695,11.383,0.24104583,0.6769416,-0.7651222
11.401,-4.3493376,-0.14339262,-1.1124167,11.393,0.3230711,0.6630932,-0.83542955
11.414,-5.4036684,0.06908344,-1.3164083,11.402,0.27726477,0.5310005,-0.7555348
