0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
8.29,-2.8700428,-1.8971688,-0.7545678,8.28,0.2879174,0.007956187,-0.8173201
8.3,-3.2558365,-1.2141831,-0.71601415,8.289,0.36248586,0.04737094,-0.85780007
8.309,-3.59941,-0.45085448,-0.61566675,8.299,0.43492377,0.07932884,-0.9036064
8.32,-4.1829453,0.28272343,-0.52950925,8.31,0.46794695,0.15389729,-0.94621694
8.33,-4.5782576,0.72853076,0.20620793,8.319,0.46262065,0.2582931,-0.9632612
8.339,-4.9910793,0.95942336,0.54838383,8.329,0.48073012,0.31155628,-0.95154333
8.35,-5.319112,1.0898204,0.6584706,8.338,0.512688,0.3286005,-0.8705833
8.361,-5.3427076,1.0911784,0.869755,8.351,0.53399324,0.28279418,-0.7246422
8.371,-4.9745445,0.9669578,1.0698485,8.36,0.5478417,0.12620044,-0.5414169
8.38,-4.5046387,0.73634243,1.0760272,8.37,0.5648859,-0.11028806,-0.34434313
