0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
7.278,-3.5786934,-4.4637837,0.04295695,7.269,-0.19251642,-0.3627555,-0.9472822
7.29,-4.322258,-3.5000944,0.2381525,7.279,-0.13925323,-0.3861913,-0.9568696
7.298,-4.831108,-2.2463756,0.5365502,7.288,-0.08172901,-0.421345,-0.90254116
7.311,-4.845457,-0.9751446,0.8434661,7.299,-0.0018342505,-0.4671513,-0.8194506
7.318,-4.555519,0.18947366,1.2533026,7.31,0.10149632,-0.49910924,-0.7363601
7.331,-4.167701,1.0769906,1.5546415,7.319,0.21228372,-0.5204146,-0.66605264
7.337,-3.725315,1.7245197,1.7592678,7.33,0.31561425,-0.5363935,-0.61492
7.349,-3.2740412,2.1792738,1.775067,7.338,0.40722692,-0.5353282,-0.5755053
7.358,-2.8358831,2.6427336,1.6746726,7.348,0.48605642,-0.48952186,-0.53289473
7.37,-2.3827991,3.0718234,1.4910266,7.359,0.5382543,-0.3861913,-0.4881537
