0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
14.253,-2.2955284,-3.937956,1.1453755,14.242,-0.9808114,-0.2658165,0.5078677
14.264,-1.7856541,-3.8359368,1.3250501,14.254,-0.8902641,-0.32760182,0.4631266
14.273,-1.3124151,-3.389509,1.3322557,14.263,-0.83273983,-0.34677657,0.42051607
14.285,-0.88774776,-2.8004148,1.4492056,14.272,-0.8018472,-0.34784183,0.38323185
14.293,-0.5952816,-2.231636,1.617718,14.286,-0.7475188,-0.35423338,0.355535
14.303,-0.2913227,-1.7313408,1.7172531,14.293,-0.6654934,-0.35849446,0.32783815
14.314,-0.16248703,-1.3075923,1.610572,14.303,-0.5802724,-0.32653654,0.2884234
14.325,-0.18963432,-1.0584891,1.5115349,14.313,-0.5131608,-0.22853231,0.24581288
14.334,-0.30110645,-0.8706986,1.5192077,14.324,-0.46841967,-0.06874278,0.20959394
14.343,-0.49213028,-0.5572045,1.713613,14.336,-0.4481797,0.12513517,0.1787013
