0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
6.672,0.6764059,-4.9345584,-3.043829,6.662,1.6258885,-0.13052806,0.94462574
6.682,1.8006372,-4.426004,-2.7156868,6.673,1.1955221,-0.35316813,0.98191
6.692,1.9726305,-1.7488711,-1.43876,6.683,0.6266712,-0.7473157,1.0735226
6.703,2.3835602,1.2711276,-0.59853184,6.693,0.1281279,-1.1755517,1.1960279
6.712,3.1273632,3.6349452,-0.15058279,6.704,-0.20529957,-1.2895348,1.1704615
6.724,2.9661465,5.2752485,0.5528728,6.713,-0.34697965,-1.0093706,1.0096067
6.733,2.208641,5.9259505,0.80491525,6.723,-0.32993543,-0.5086967,0.8508826
6.741,1.0638571,5.726098,0.3345996,6.732,-0.25962803,0.11235201,0.7368994
6.753,-1.1298113,5.449315,-0.09013748,6.742,-0.22127853,0.7887943,0.64635193
6.764,-2.8314142,4.5385146,-0.36054087,6.754,-0.22021328,1.3981249,0.6516783
