0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
8.694,-1.7579165,-3.3449407,-0.7795609,8.683,1.2796779,0.3200784,0.9904321
8.705,-0.6651268,-2.8992953,-0.69527787,8.694,1.2349367,0.23379205,1.22479
8.714,0.72751427,-1.811343,-0.73693603,8.704,1.1273452,0.09637307,1.3345121
8.724,1.7220612,-0.017370522,-0.7677562,8.715,0.9334671,-0.19550915,1.2620742
8.735,1.9577665,1.8524086,-0.5788521,8.723,0.66821647,-0.5694167,1.0447605
8.742,1.4044714,3.4599366,-0.2688803,8.736,0.4050964,-0.8112315,0.79548883
8.753,0.667758,4.6666284,0.03069812,8.741,0.21761003,-0.75051147,0.6346341
8.763,-0.028346062,5.469445,0.08309132,8.754,0.10682263,-0.43519345,0.57604456
8.775,-0.9921799,5.7376738,0.0550161,8.763,0.04397208,0.043109886,0.58456665
8.783,-2.0730267,5.3945756,-0.12362325,8.774,0.0024268036,0.5576321,0.6484825
