0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
3.034,1.9925442,2.7068043,-4.306648,3.023,0.13451949,0.6066342,1.208811
3.041,-0.120373726,2.1550777,-3.2091432,3.033,0.05568998,0.9549754,1.0937625
3.054,-1.3719873,1.6916794,-3.3059583,3.042,0.06634262,1.2351397,0.9574089
3.064,-1.7498875,1.6392766,-3.770876,3.055,0.0024268036,1.3576449,0.7709878
3.074,-1.4797516,1.7422577,-3.7199535,3.063,-0.21488695,1.2106386,0.49401924
3.084,-0.69826794,1.8916645,-3.081275,3.074,-0.46309334,0.8111648,0.11904653
3.094,0.303627,2.1132648,-2.497037,3.083,-0.61009973,0.3286005,-0.315581
3.107,1.1520004,2.1985216,-2.1365533,3.093,-0.6495145,-0.016544875,-0.7065327
3.113,1.8004093,1.9451562,-1.5039011,3.106,-0.6367313,-0.15929018,-0.9920233
3.124,2.0702791,1.2261659,-0.26117674,3.114,-0.56642395,-0.23279338,-1.189097
