0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
3.537,1.567009,-2.1731272,-4.6299706,3.53,-0.07853322,-0.30097023,-0.94941276
3.548,-0.65065765,-2.3531003,-4.268743,3.538,0.07592999,0.21142152,-0.95367384
3.559,-2.858117,-2.756223,-3.4512293,3.547,0.15902054,0.6769416,-0.89828014
3.569,-4.3323793,-3.1584265,-2.1249459,3.56,0.24530688,0.98586804,-0.7299685
3.581,-4.732295,-3.3984642,-1.0426745,3.568,0.42640167,1.0050428,-0.47430527
3.59,-4.4348354,-3.428203,-0.70465124,3.579,0.70017433,0.7589669,-0.15685672
3.599,-3.6772337,-3.4357862,-1.107951,3.589,0.98353446,0.45217106,0.1989413
3.61,-2.608324,-3.3859997,-1.2376814,3.598,1.2391979,0.35949314,0.52491194
3.618,-1.2061348,-3.3387756,-1.0456203,3.609,1.4767516,0.4660195,0.8008152
3.63,0.07360649,-3.2264726,-1.2006543,3.619,1.6290843,0.52141315,1.0138679
