0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
1.718,-3.668764,-2.0816703,-1.6621019,1.709,-0.40876493,-0.03678488,0.6399604
1.73,-3.0970879,-2.8094077,-1.0421216,1.719,-0.34165332,-0.24983758,0.5238467
1.737,-2.3716316,-3.2739837,-0.23841508,1.729,-0.29052067,-0.4138882,0.37257922
1.75,-1.7219429,-3.2983942,0.15218863,1.738,-0.30649963,-0.5278714,0.20533288
1.759,-1.2356195,-2.9517918,0.35378468,1.749,-0.4268744,-0.5097619,0.06578335
1.77,-0.61397934,-2.555408,0.8058066,1.76,-0.59944713,-0.37021238,-0.011980886
1.78,-0.034130096,-2.2664237,1.358971,1.769,-0.7187566,-0.19337861,-0.058852486
1.79,0.32068348,-2.0256994,1.833285,1.779,-0.7379314,0.015413032,-0.10039775
1.799,0.45892715,-1.842075,2.3763018,1.789,-0.67721134,0.23911837,-0.1366167
1.81,0.45112228,-1.669024,2.721464,1.799,-0.56642395,0.42980054,-0.16431357
