0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
4.65,1.9968491,-5.5665164,-1.5486722,4.638,1.6706295,0.71955216,1.0170636
4.663,1.9088039,-3.4864879,-0.29540032,4.649,1.3286799,0.3552321,0.99575835
4.674,0.84305954,-0.64752996,-0.7648783,4.662,1.0517114,-0.11881017,0.98723626
4.683,0.48373318,0.98267084,-0.6463862,4.675,0.93027127,-0.20083545,0.9893668
4.692,0.05519581,2.097431,-0.12998626,4.68,0.84931123,-0.23918495,0.8668615
4.701,-1.0295601,3.1842778,0.26035172,4.693,0.7971133,-0.3073618,0.6570046
4.71,-2.349329,3.8870242,-0.03244579,4.7,0.76835126,-0.3254713,0.49401924
4.72,-3.0109854,3.7282395,-0.72835964,4.711,0.6799344,-0.20935756,0.4258424
4.73,-3.2272158,2.594547,-0.78341925,4.719,0.5403848,0.015413032,0.40347186
4.739,-3.897789,1.9374502,-0.9931907,4.731,0.43918484,0.29877314,0.36618763
