0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
6.773,-3.875248,2.9571865,-0.53901124,6.765,-0.28306383,1.7848157,0.66446143
6.782,-4.8131523,1.426203,-0.46559066,6.774,-0.38959017,1.8753631,0.6037414
6.793,-5.4661894,0.14580548,-0.39424318,6.781,-0.49398598,1.693203,0.48762769
6.802,-5.702689,-0.76046443,-0.40243962,6.793,-0.5738808,1.3139691,0.34275186
6.813,-5.526705,-1.5082809,-0.7204535,6.803,-0.6143608,0.84205747,0.17550549
6.825,-5.5641756,-2.1350868,-0.9152268,6.814,-0.64205766,0.35097104,-0.0013282504
6.836,-6.0852766,-2.6297312,-1.2861085,6.824,-0.65697134,-0.049568042,-0.13448618
6.842,-6.1694303,-3.536362,-0.93383414,6.835,-0.67827666,-0.27859968,-0.18029252
6.853,-5.452303,-4.657552,-0.03240204,6.841,-0.72195244,-0.45756397,-0.12915987
6.866,-3.9373913,-5.235162,1.0179975,6.854,-0.85830617,-0.76329464,-0.029025102
