0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
11.929,-2.6197243,-0.023869008,-0.7125982,11.918,-0.46415862,0.97308487,0.72092044
11.941,-2.8416328,-1.1085238,-0.94320804,11.928,-0.5248787,1.0263481,0.7017457
11.949,-3.281228,-1.887545,-0.9261862,11.94,-0.54724926,1.0199565,0.64315623
11.959,-3.7463932,-2.525114,-0.56965935,11.948,-0.5483145,0.8985164,0.59841514
11.969,-3.9740534,-3.1219976,-0.17193234,11.958,-0.53553134,0.6417879,0.5781751
11.981,-3.8935165,-3.4453442,0.36782,11.968,-0.49718183,0.3541668,0.5462172
11.989,-3.6158772,-3.3175051,0.98648953,11.98,-0.45989758,0.071872,0.48230135
12.003,-3.1466246,-2.784329,1.4037142,11.996,-0.45776707,-0.20509651,0.40347186
12.009,-2.596321,-2.2521925,1.6206243,12.002,-0.48759443,-0.4394545,0.31079394
12.02,-1.9534845,-1.8394445,1.7450328,12.008,-0.51955235,-0.5736777,0.2308992
