0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
7.683,0.08321571,-3.3579516,-0.2640792,7.672,1.9518591,0.41488686,1.2535521
7.693,0.90068245,-2.3723354,-0.5162918,7.685,1.9507937,0.4308658,1.4442344
7.703,2.1043673,-0.8152974,-1.1888983,7.692,1.7633075,0.2614889,1.4602132
7.717,2.5684586,1.1187658,-1.2826867,7.703,1.3968568,-0.10176595,1.2535521
7.724,1.6162148,3.0109277,-0.8864803,7.716,0.98992604,-0.48739135,0.9488868
7.734,0.06775284,4.400779,-0.6749896,7.723,0.6927175,-0.6386588,0.74329096
7.741,-1.2029581,5.3343053,-0.7129403,7.732,0.52760166,-0.42560607,0.6921583
7.754,-2.2735567,5.6705427,-0.48050755,7.742,0.431728,0.00582566,0.72518146
7.763,-3.1998367,5.117106,-0.29658467,7.753,0.36674693,0.46815002,0.78164047
7.774,-4.0761642,3.996682,-0.3551134,7.764,0.30602688,0.83886164,0.8178594
