0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
1.619,0.58452034,1.7071263,-0.105567835,1.608,0.2857869,-0.441585,0.49082348
1.629,-0.33185673,2.8983881,-0.06349927,1.618,0.16647738,-0.39258286,0.3821666
1.639,-1.3332405,4.1018696,-0.30735457,1.628,0.13771527,-0.053829096,0.335295
1.647,-2.5578146,4.8577833,-0.6604748,1.638,0.09510473,0.32114366,0.3853624
1.658,-3.580244,4.886809,-1.1471883,1.648,-0.0018342505,0.56828475,0.52704245
1.669,-4.1015816,4.0675125,-1.6647555,1.659,-0.12966587,0.70889956,0.6878972
1.679,-4.269394,2.6901217,-2.1153216,1.668,-0.26282382,0.7600322,0.79868466
1.69,-4.1616545,1.2770225,-2.2177138,1.678,-0.3661544,0.71955216,0.8391647
1.698,-4.0276814,0.048177544,-2.1134963,1.689,-0.43113548,0.52887,0.80720675
1.71,-3.9276638,-1.1098288,-1.9918226,1.699,-0.4449839,0.24764049,0.72731197
