0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
12.936,2.3009968,1.6636211,0.51505023,12.927,0.07379946,-0.09324384,0.6655267
12.948,1.4728088,2.7478592,0.66030514,12.937,0.0077531207,-0.008022766,0.5558046
12.958,0.53585434,3.517492,0.564092,12.947,-0.033792157,0.20822573,0.5153246
12.969,-0.41434956,3.3918352,0.20739424,12.958,-0.06361953,0.47880265,0.5440867
12.979,-1.3874359,2.7964334,-0.26900086,12.968,-0.0849248,0.76642376,0.61652464
12.991,-2.2480001,2.1335318,-0.72104263,12.978,-0.12647007,1.0093038,0.7017457
12.998,-2.9740229,1.4303696,-0.976279,12.989,-0.2021038,1.1573755,0.7624657
13.009,-3.4550714,0.4454112,-1.067598,12.998,-0.31289122,1.1254176,0.79548883
13.019,-3.6774187,-0.6335331,-0.94814223,13.009,-0.43326598,0.9027775,0.80827206
13.03,-3.5945148,-1.5533874,-0.7391586,13.019,-0.5312702,0.52460897,0.7922931
