0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
7.48,2.403676,0.7821551,1.5590602,7.47,0.48499116,0.47986794,0.3523392
7.491,3.237319,1.5809805,1.0735892,7.48,0.3198753,0.31262156,0.28629285
7.5,4.6388416,2.4223082,1.0827688,7.49,0.117475264,-0.042111196,0.0849581
7.512,5.205432,3.1834967,1.592817,7.5,-0.058293216,-0.48739135,-0.26551363
7.521,5.1605396,4.222975,1.2672169,7.511,-0.13286166,-0.7334673,-0.57337475
7.532,5.838814,5.512146,-1.8763919,7.521,-0.21808273,-0.6503767,-0.74914324
7.539,5.559145,4.0671945,-6.679479,7.531,-0.43326598,-0.37873447,-0.849278
7.553,5.284254,1.3293135,-6.8979955,7.538,-0.6804071,0.0026298699,-0.8130591
7.562,5.546488,-0.49404526,-2.5567179,7.552,-0.69319034,-0.033589087,-0.79175377
7.576,4.140066,-1.112304,-0.61906147,7.561,-0.37574175,-0.53852403,-0.9568696
