0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
10.007,1.3395119,0.42500836,2.9849186,9.997,-0.42580914,0.30942577,-0.10678933
10.018,1.4693861,0.6147543,1.8217919,10.006,-0.46309334,0.10915622,-0.063113526
10.026,1.4802713,0.9799375,0.89028704,10.018,-0.5057039,-0.085787,-0.041808266
10.036,1.477396,1.3869998,0.99054575,10.026,-0.5152913,-0.22959757,-0.04287353
10.047,1.4632559,1.3162014,1.894122,10.035,-0.43965757,-0.34358078,-0.03115563
10.059,1.5956316,0.50497645,2.9228172,10.046,-0.31395647,-0.4479766,0.037021235
10.067,2.039177,-0.52012646,3.4577725,10.062,-0.21382168,-0.5108272,0.17230971
10.078,2.3527822,-1.2499838,3.7771046,10.068,-0.14138377,-0.421345,0.32890344
10.088,2.519637,-2.2299333,3.6393332,10.079,-0.058293216,-0.25196812,0.48656243
10.098,3.2458973,-3.9820328,1.5643063,10.088,0.050363664,-0.1848565,0.6729835
