0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
1.415,3.6515484,3.8172746,0.2146616,1.395,-0.13605745,-0.27646917,-0.3070589
1.427,3.3597517,3.2164474,-2.2261498,1.415,-0.45137545,-0.06874278,-0.37523577
1.435,3.1818342,1.6468076,-3.438569,1.426,-0.47161546,0.11448254,-0.3272989
1.447,3.6142912,0.62749004,-2.453511,1.436,-0.42261335,0.010086714,-0.29214522
1.457,3.0669756,0.37985533,-1.9086443,1.446,-0.33526176,-0.46289027,-0.36884418
1.467,2.0707865,0.43936175,-1.9253942,1.456,-0.2574975,-0.8325368,-0.45406526
1.476,1.0041513,0.42695928,-2.7142851,1.466,-0.18399431,-0.8378631,-0.47856632
1.487,-0.31047535,0.04313487,-3.5077891,1.477,-0.15310167,-0.47034714,-0.43276
1.496,-1.5189238,-0.7598217,-3.4920619,1.486,-0.15629746,0.037783567,-0.31664628
1.507,-2.3627453,-1.5816846,-2.9754236,1.497,-0.14457956,0.41062582,-0.17603147
