0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
5.559,3.028286,-0.86172247,-4.9857264,5.555,0.21228372,-0.69085675,-1.0793749
5.57,0.73035145,-0.60052174,-4.491612,5.56,0.23571952,0.14324465,-1.0197203
5.58,-1.3264828,-1.1762471,-3.1471846,5.571,0.27939528,0.8164912,-0.8780401
5.591,-2.579134,-2.2083488,-1.8934693,5.579,0.44664165,1.1733544,-0.72677267
5.6,-3.418952,-3.0488229,-1.0985137,5.59,0.7459807,1.2191607,-0.56485265
5.613,-3.8715754,-3.5313258,-0.738997,5.601,1.098583,1.0210217,-0.30599365
5.62,-3.8372746,-3.9100213,-0.8745076,5.612,1.3957916,0.7206174,0.057261243
5.631,-3.2036285,-4.1237407,-1.0189538,5.621,1.5758212,0.5192826,0.44182134
5.639,-2.2365904,-4.214354,-0.97463703,5.63,1.6503896,0.44791,0.76992255
5.653,-1.3652105,-4.0086603,-0.85251486,5.639,1.623758,0.38612473,1.0181289
