0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
5.359,-1.5505638,1.1313181,1.6505451,5.346,0.42107534,-0.3169492,-0.23462096
5.369,-0.18742466,0.97715485,2.5237556,5.358,0.61601853,-0.17420387,-0.12063776
5.378,0.9864731,1.0115047,3.2434936,5.368,0.74811125,0.019674085,-0.036481947
5.389,1.8015833,1.1516098,3.657937,5.378,0.7949828,0.30942577,0.015715966
5.399,2.2709951,1.1761689,3.700529,5.39,0.77048177,0.6471142,0.068979144
5.409,2.2749119,0.9670956,2.9745812,5.398,0.6991091,0.85271007,0.10945916
5.419,1.4573269,0.7182557,1.4568021,5.41,0.5979091,0.8910596,0.122242324
5.429,0.42989445,0.6492385,0.7396069,5.42,0.46794695,0.8718848,0.1318297
5.437,0.09402752,0.78650504,1.0351996,5.428,0.3933785,0.763228,0.1435476
5.447,0.29528332,0.86501646,1.4657502,5.436,0.38485637,0.3957121,0.13502549
