0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
2.022,-1.192522,0.55755633,-4.0775986,2.013,0.17713001,0.49158582,0.72944254
2.032,-1.9745455,0.5381335,-4.503013,2.021,0.32200587,1.0796113,0.7230509
2.045,-1.3912077,0.41702455,-4.6906548,2.031,0.2591553,1.4045166,0.63782984
2.054,-0.40242767,0.23425311,-4.3095703,2.046,0.00136154,1.2777503,0.36405712
2.062,0.12193298,0.31119776,-3.9322588,2.055,-0.29478174,0.8026427,-0.058852486
2.072,0.011332512,0.7318003,-3.6876857,2.062,-0.53979236,0.3403184,-0.49454525
2.083,0.06900501,1.2028937,-2.4975429,2.073,-0.68679875,0.14963624,-0.8173201
2.094,0.568697,1.4739914,-0.77327865,2.084,-0.6857335,0.08678569,-1.0527433
2.103,0.69125175,1.20841,0.8883626,2.093,-0.54192287,-0.035719614,-1.2327728
2.114,0.27286625,0.34209502,1.7720649,2.104,-0.28519437,-0.20722704,-1.3126676
