0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
14.556,3.1421337,-0.15569797,0.25203902,14.545,0.039711025,-0.46182504,0.8018804
14.569,3.2223635,-0.8611877,-0.30822253,14.557,0.017340492,-0.38832182,0.945691
14.577,3.0820293,-1.4855468,-1.5430624,14.568,0.0492984,-0.0740691,0.9978889
14.586,2.307394,-1.3930107,-2.9151547,14.578,0.13984579,0.33605736,0.9520826
14.598,1.1893864,-1.0860593,-4.1672406,14.585,0.13238896,0.60343844,0.8753836
14.607,-0.01434803,-0.73934287,-4.930404,14.597,-0.04444479,0.6843985,0.7859015
14.624,-1.1125975,-0.2935325,-4.9885077,14.606,-0.2894554,0.68759423,0.68044037
14.629,-1.9359226,0.38388872,-4.540316,14.625,-0.49931234,0.68120265,0.5643267
14.636,-2.5547152,1.2833035,-3.8651595,14.626,-0.6559061,0.6407227,0.43542975
14.648,-2.8977995,2.0951872,-3.295962,14.637,-0.77947664,0.55017525,0.3065329
