0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
14.76,1.2695389,-1.9949547,0.58987063,14.747,-0.5429881,0.094242536,-0.5211769
14.769,0.64040947,-2.2242792,0.4232815,14.759,-0.570685,0.23805311,-0.48069686
14.779,0.04862213,-2.0525856,0.47925383,14.768,-0.61755663,0.2881205,-0.48921895
14.789,-0.687376,-1.6470582,0.5473869,14.78,-0.6250135,0.28172892,-0.53822106
14.799,-1.2085295,-1.2808396,0.53580725,14.79,-0.6005124,0.2348573,-0.590419
14.809,-1.6703672,-0.827385,0.4258994,14.8,-0.5717503,0.1357878,-0.64474744
14.819,-2.1588125,-0.34962386,0.532984,14.809,-0.5621629,0.016478295,-0.67883587
14.83,-2.417759,0.10261418,0.67382526,14.818,-0.56429344,-0.14011544,-0.6820316
14.838,-2.4930677,0.4674978,0.7259935,14.829,-0.5653587,-0.2924481,-0.6596611
14.85,-2.430686,0.62761545,0.87027586,14.837,-0.56003237,-0.4096271,-0.6170506
