0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
12.232,3.5645247,0.41002482,-5.7426195,12.221,-0.028465837,-0.4767387,1.0948279
12.24,3.5672264,1.2732329,-5.3380833,12.231,0.11427947,-0.6567683,1.26527
12.251,2.7990036,1.5179026,-4.0673375,12.241,0.11214895,-0.53852403,1.3164027
12.267,1.4783545,0.9198498,-3.1916335,12.252,0.061016295,-0.20935756,1.2599437
12.271,0.20133686,0.2466349,-3.1854305,12.269,0.08871315,0.25403205,1.1587436
12.283,-0.55876637,0.25219882,-3.5119088,12.272,0.098300524,0.71209526,1.0383688
12.292,-0.5791302,0.58348715,-3.6234303,12.282,-0.043379527,0.9294091,0.8402299
12.304,-0.17710972,0.72485,-3.2990587,12.292,-0.295847,0.763228,0.50254136
12.312,0.19581127,0.5732035,-2.8394454,12.302,-0.49398598,0.35097104,0.07750125
12.324,0.89308167,0.40042138,-2.4658442,12.313,-0.53553134,0.022869876,-0.31664628
