0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
1.922,3.8010836,-2.1053262,3.6325672,1.911,-0.11368691,-0.7739473,0.2820318
1.932,4.2537394,-2.4551213,3.969613,1.921,-0.048705846,-0.5491767,0.48336664
1.939,4.4716835,-3.0723374,2.0795588,1.931,0.018405758,-0.3073618,0.65593934
1.951,4.949604,-2.7319279,-2.4205062,1.94,0.03544997,-0.27646917,0.8146636
1.962,5.535944,-1.4356226,-6.0121446,1.952,-0.027400576,-0.3361239,0.8583394
1.973,5.9845963,-0.95641446,-6.600726,1.963,0.008818384,-0.34784183,0.85407835
1.98,5.250229,-0.16886318,-5.562582,1.972,0.2218711,-0.27220812,0.9073415
1.993,3.9822435,1.3166289,-4.447505,1.979,0.3497027,-0.18272597,1.0159984
2.001,2.8218622,1.5486196,-3.8720384,1.992,0.19310898,-0.11561438,0.99256265
2.014,0.9894085,0.915246,-3.6353004,2.0,0.06314682,0.061219364,0.8349036
