0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
10.311,-0.7336006,-3.331909,1.1357384,10.3,0.108953156,-0.3222755,-0.91106325
10.323,-1.2066288,-3.3146386,0.8253865,10.312,0.087647885,-0.15822493,-0.7992106
10.331,-1.736784,-3.0746922,0.5136529,10.322,0.100431055,0.011151978,-0.77044845
10.343,-2.3836174,-2.6122947,0.1547845,10.331,0.13345422,0.15922362,-0.7896232
10.352,-3.0983763,-1.8172476,-0.052107632,10.342,0.16541213,0.26681522,-0.8194506
10.361,-2.8148594,-0.31315446,0.49160242,10.351,0.20589213,0.30409944,-0.86312646
10.371,-3.3983898,0.5741519,0.17171651,10.362,0.3198753,0.27746785,-1.0580697
10.379,-5.984229,0.9210122,-0.91976315,10.371,0.31881005,0.29557735,-1.1028107
10.392,-6.254537,1.8073171,-0.16646445,10.381,0.09190895,0.28918576,-0.8215812
10.4,-4.7450514,2.6468785,1.1626017,10.393,-0.09025112,0.14430992,-0.62663794
