0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
14.859,-2.2550611,0.6817694,1.03476,14.849,-0.5270092,-0.50656617,-0.55633056
14.87,-1.9066343,0.7197644,1.1338131,14.86,-0.4822681,-0.57474303,-0.49241474
14.879,-1.5127764,0.6919131,1.2437271,14.869,-0.44604912,-0.6184188,-0.43169475
14.891,-1.2050829,0.63799185,1.2490938,14.881,-0.41728702,-0.6205494,-0.3826926
14.899,-0.9891081,0.6558163,1.2922168,14.89,-0.3778723,-0.5779388,-0.3336905
14.912,-0.9625473,0.7366765,1.3659922,14.9,-0.32993543,-0.5268061,-0.2772315
14.919,-1.022543,0.8056426,1.4085174,14.911,-0.2724112,-0.45330292,-0.20479357
14.938,-0.91367435,0.8610878,1.4717808,14.921,-0.22021328,-0.34784183,-0.12489882
14.939,-0.78006077,0.90041494,1.5323994,14.937,-0.18612483,-0.223206,-0.04606932
14.95,-0.61228466,0.94070363,1.511718,14.938,-0.17440693,-0.10602701,0.03915176
