0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
3.437,2.740323,2.5194411,0.7410334,3.427,0.31028792,-0.048502773,0.335295
3.447,4.4813747,3.1601517,0.9841037,3.438,0.1281279,-0.31481865,0.17550549
3.457,5.539895,3.7235672,1.2892461,3.446,-0.09451217,-0.6929872,-0.18135777
3.467,5.0686827,4.35531,1.3584656,3.458,-0.2745417,-0.9124316,-0.5456779
3.477,5.5588923,5.445328,-0.4689303,3.468,-0.41302598,-0.80057883,-0.72677267
3.489,6.3029413,4.47091,-4.525363,3.478,-0.58133763,-0.5086967,-0.84501696
3.498,6.561471,1.2309396,-6.356486,3.488,-0.74006194,-0.1528986,-0.90680224
3.509,6.59058,-1.1888684,-4.575434,3.498,-0.784803,-0.21361862,-0.8641917
3.518,5.4313354,-2.0398953,-3.8059855,3.508,-0.611165,-0.635463,-0.8673875
3.531,3.5463448,-2.1892061,-4.4082937,3.519,-0.3278049,-0.7004441,-0.9217159
