0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
2.731,-3.6944008,0.59734625,-1.9418261,2.72,-0.4822681,1.0199565,0.81359833
2.738,-4.2752037,-0.6073586,-1.5831754,2.73,-0.65057975,1.0593711,0.7795099
2.748,-4.654462,-1.9863982,-1.1169676,2.737,-0.7720198,0.97947645,0.71559405
2.76,-4.962125,-2.9776235,-0.5894715,2.749,-0.80078197,0.8516449,0.6314383
2.77,-4.9962044,-3.6144936,0.028994203,2.759,-0.7368661,0.6886595,0.55473936
2.779,-4.903926,-3.9892278,0.599844,2.771,-0.6548408,0.4489753,0.47590977
2.79,-4.433769,-4.1745305,0.90541756,2.778,-0.6164914,0.13791834,0.40027606
2.8,-3.6256142,-3.9477658,0.72406465,2.791,-0.67827666,-0.21468389,0.3086634
2.81,-2.7884321,-3.1484616,0.438943,2.799,-0.845523,-0.5353282,0.18615812
2.821,-2.1340427,-2.0754158,0.5511942,2.811,-1.0404661,-0.7515768,0.058326505
