0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
12.736,4.4880695,3.6213078,0.07534021,12.727,-0.18932062,-0.30523127,-0.6681832
12.746,4.0318356,2.536547,-3.2424972,12.737,-0.3501754,-0.010153293,-0.7203811
12.757,3.9577208,1.2317333,-4.9866323,12.747,-0.46628916,0.22207415,-0.64474744
12.767,5.6287537,0.55169016,-3.4689403,12.758,-0.5227481,0.061219364,-0.5403516
12.777,5.565834,0.013564646,-2.0702772,12.768,-0.47268072,-0.52147985,-0.6724443
12.787,3.2569256,-0.039916635,-2.5694892,12.778,-0.33526176,-0.83679783,-0.8684527
12.797,1.3637896,0.16977972,-3.2017612,12.786,-0.23193116,-0.5875262,-0.90041065
12.807,-0.44358635,0.11008549,-3.2599783,12.798,-0.20849536,-0.12733227,-0.8375601
12.817,-2.2434082,-0.34275496,-3.0799346,12.808,-0.19677746,0.32327417,-0.73103374
12.828,-3.6265574,-0.9439052,-2.6183527,12.818,-0.14351429,0.6833332,-0.59361476
