0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
13.341,2.7631903,-0.0113098025,-3.8287787,13.334,-0.4013081,-0.5427851,0.43223396
13.353,3.9255934,-0.32474077,-4.950173,13.342,-0.29158595,-0.7814041,0.62291616
13.362,4.3017645,0.019744873,-4.8717604,13.353,-0.10516481,-0.7451852,0.83809936
13.373,3.5378475,0.28531212,-3.7634816,13.363,0.033319447,-0.46395555,0.9371689
13.383,1.9885311,-0.27019036,-3.1057072,13.373,0.08125631,-0.11561438,0.92651623
13.396,0.6778269,-0.7737403,-3.3567972,13.382,0.09617,0.24337941,0.8807099
13.403,-0.18710423,-0.77494967,-3.8532696,13.393,0.062081557,0.5661542,0.8018804
13.415,-1.077899,-0.4456818,-4.051581,13.402,-0.05616269,0.74831426,0.6687225
13.423,-2.0084171,-0.14485133,-3.9460802,13.414,-0.21488695,0.77281535,0.5142593
13.434,-2.3211117,0.18192303,-3.3803184,13.424,-0.3501754,0.7014427,0.37470973
