0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
4.851,-1.1711998,-2.6746974,0.39124587,4.839,-1.0649672,-0.86129886,-0.06524406
4.863,-0.3198099,-2.412196,0.8545337,4.852,-1.2471272,-0.9784779,-0.10678933
4.872,0.11375809,-1.9522911,1.89354,4.862,-1.2769547,-0.8431894,-0.14620408
4.882,0.68125916,-1.4460888,3.5969145,4.873,-1.1256871,-0.57474303,-0.1515304
4.892,1.2793646,-1.1971991,4.6516895,4.883,-0.86682826,-0.3350587,-0.14513883
4.904,1.6168232,-1.0563796,5.145808,4.893,-0.6452534,-0.17207333,-0.13448618
4.916,1.9651918,-0.9902525,4.209944,4.903,-0.5429881,-0.14863755,-0.095071435
4.923,2.1336555,-0.6392928,2.4905963,4.917,-0.56003237,-0.17739967,-0.062048268
4.933,2.0751934,-0.25606182,1.1277623,4.922,-0.61009973,-0.23811968,-0.085484065
4.942,1.9413509,-0.008240148,0.47987336,4.934,-0.63353556,-0.33292812,-0.18774936
