0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
13.139,-0.18298626,-0.73618007,1.2159507,13.131,-0.606904,0.209291,-0.006654568
13.153,-0.77803516,-0.41116124,1.2566731,13.141,-0.58666396,0.31049103,-0.035416685
13.162,-1.3476906,-0.087468505,1.5023617,13.152,-0.58240294,0.38825527,-0.04287353
13.171,-1.7652445,0.11586182,1.9612323,13.161,-0.60477346,0.4021037,-0.04606932
13.18,-1.8446884,0.14158176,2.3469133,13.172,-0.63566613,0.33286154,-0.051395636
13.192,-1.7160139,0.07562116,2.2449768,13.179,-0.6548408,0.1858552,-0.06524406
13.201,-1.308197,-0.013689548,1.6796818,13.191,-0.6644282,-0.019740665,-0.083353534
13.211,-0.88717365,0.07399267,0.9660897,13.201,-0.667624,-0.25090283,-0.1078546
13.222,-0.43130398,0.2969459,0.40977174,13.213,-0.6644282,-0.47354293,-0.13022512
13.233,0.14819336,0.3728711,0.38971707,13.223,-0.6260787,-0.671682,-0.1163767
