0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
13.443,-1.2245255,0.48214668,-2.2904468,13.433,-0.41941756,0.51715213,0.20852867
13.454,0.12710762,0.8886465,-1.5005624,13.442,-0.4236786,0.1570931,-0.06950511
13.464,0.84590244,1.5158699,-1.5761776,13.455,-0.39598176,-0.1848565,-0.39654103
13.476,1.5243874,2.1376858,-1.3681396,13.465,-0.40024284,-0.3254713,-0.6564653
13.485,2.4222927,2.4770274,-0.64639014,13.475,-0.41515648,-0.38086498,-0.81518954
13.495,3.1461124,2.2091982,-0.058810145,13.486,-0.39385122,-0.4501071,-0.9036064
13.506,3.4123688,1.1160301,0.3130899,13.496,-0.31502172,-0.44691133,-0.9472822
13.517,2.9707289,-0.13795751,0.6093387,13.507,-0.19358169,-0.28286073,-0.96219593
13.526,1.9132824,-1.0688388,0.8484323,13.515,-0.10090376,-0.008022766,-0.9440865
13.535,0.8727398,-1.7431768,1.0073073,13.527,-0.07001111,0.24124889,-0.8854969
