0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
0.404,-2.122981,-0.9022522,1.0479832,0.396,0.8098965,-0.3979092,-0.5872232
0.415,-1.3372078,-0.27997884,1.3101019,0.403,0.5616901,-0.6450504,-0.6500737
0.424,0.0745697,0.50459373,1.3433883,0.416,0.22506689,-0.8889957,-0.6319642
0.436,1.7555723,1.2179034,1.1295937,0.425,-0.10090376,-1.0423937,-0.5286337
0.446,3.4904976,1.6810308,0.8538898,0.435,-0.31289122,-1.0285453,-0.35819155
0.456,4.767461,2.0370014,0.5439782,0.445,-0.3746765,-0.89645255,-0.13874725
0.465,5.2584524,2.2998962,0.3981782,0.457,-0.31289122,-0.6620946,0.11585074
0.477,4.826391,2.154376,0.82317007,0.466,-0.19784273,-0.29883972,0.35446975
0.486,3.5292053,1.4884617,1.2161772,0.475,-0.12220903,0.12939623,0.5121288
0.495,2.0719633,0.94786876,1.2282767,0.485,-0.13499218,0.49584687,0.59415406
