0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
3.841,-0.106539726,-3.8222387,2.420169,3.832,-0.9903988,-1.2927307,-0.19627146
3.852,1.0093317,-2.882082,2.9216316,3.839,-0.9648325,-1.1212232,-0.23462096
3.862,1.9436417,-2.1223233,3.3541958,3.851,-0.86150193,-0.7718168,-0.238882
3.873,2.4761524,-1.5153171,3.6853845,3.863,-0.7059735,-0.3084271,-0.21544622
3.882,2.4952946,-0.9415562,3.6504076,3.874,-0.54618394,0.15389729,-0.1749662
3.892,2.0840597,-0.48986927,3.1437259,3.883,-0.42900494,0.5075647,-0.1163767
3.902,1.4066544,-0.119271114,2.3335953,3.893,-0.37574175,0.6673543,-0.056721956
3.913,0.99913883,0.2752377,1.5322047,3.903,-0.3533712,0.6226132,-0.024764048
3.923,0.71471214,0.8307873,1.0906248,3.912,-0.316087,0.4308658,-0.055656694
3.933,0.48816967,1.3469735,1.0702361,3.922,-0.24897538,0.13791834,-0.10252828
