0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
6.975,0.14487743,0.3124835,1.738586,6.964,-0.7986514,0.71103007,-0.15259565
6.984,0.114551544,0.047403663,2.3668187,6.976,-0.51955235,0.2934468,-0.03967774
6.995,1.2494946,-1.1703033,2.6571567,6.983,-0.27880275,-0.102831215,0.14674337
7.005,2.3634605,-1.931316,3.601411,6.996,-0.21701747,-0.34677657,0.2884234
7.016,2.9514112,-2.3236337,4.4614444,7.004,-0.20849536,-0.33931974,0.37470973
7.026,3.360258,-3.200676,3.6323848,7.015,-0.12220903,-0.1411807,0.4375603
7.036,3.6384954,-3.7896938,-0.68904704,7.027,0.04184155,0.017543558,0.492954
7.046,3.7057295,-2.1785107,-4.881874,7.035,0.05568998,0.0835899,0.4961498
7.056,2.9319925,0.69978327,-6.532104,7.045,-0.050836373,0.09211201,0.54941297
7.067,2.152008,1.7228045,-7.0154395,7.055,-0.22660485,-0.017610138,0.81679416
