0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
6.874,-1.6993637,-5.0331306,2.430083,6.865,-1.0852072,-1.2224233,0.08176231
6.885,0.25398827,-3.8826635,3.3674145,6.875,-1.2876072,-1.6964655,0.13609074
6.895,1.6466331,-2.6329274,3.8043072,6.884,-1.3174345,-1.8274928,0.13289496
6.906,2.6234913,-1.7727292,2.8993316,6.894,-1.1512535,-1.4024528,0.09454547
6.915,3.6208286,-0.9686122,2.1699314,6.904,-0.93074405,-0.49591345,0.04234755
6.925,4.3311806,-0.32605645,1.994248,6.914,-0.76669353,0.45004055,-0.019437728
6.938,4.195983,0.4073003,1.7323292,6.924,-0.7389966,1.0252827,-0.11105038
6.943,2.9688196,0.14457513,0.8960854,6.939,-0.8188914,1.2074429,-0.16431357
6.955,1.6890106,0.16414636,0.4666648,6.942,-0.9360704,1.1946597,-0.19414094
6.965,0.5175953,0.3513882,1.0299503,6.954,-0.96057147,1.017826,-0.19840199
