0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
2.932,2.6896095,-1.582967,1.7552794,2.922,-0.275607,-0.50656617,0.22983395
2.941,2.9911394,-2.6460686,2.5797417,2.931,-0.15842798,-0.46075976,0.37790555
2.952,2.85577,-3.4685,3.2847033,2.94,-0.017813202,-0.17100808,0.50999826
2.963,2.5477562,-4.5489893,3.0649474,2.953,0.13451949,0.102764644,0.6527435
2.972,3.0348587,-5.464536,0.18680729,2.962,0.22826266,0.093177274,0.8402299
2.982,4.381297,-4.7337832,-3.8831604,2.973,0.1430416,-0.14331122,0.9936279
2.992,5.3494368,-2.6751113,-6.2431765,2.981,0.026927866,-0.41708395,1.0532825
3.002,5.801215,-0.7428988,-7.1978164,2.993,0.13238896,-0.5108272,1.1416994
3.012,5.5330906,1.3390615,-7.6013284,3.001,0.33052796,-0.29883972,1.2471604
3.025,4.098357,2.7411222,-6.4087973,3.013,0.31028792,0.15496255,1.2759227
