0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
12.534,-3.1365318,2.5138092,1.4961159,12.526,0.3411806,-0.41814923,-0.48921895
12.545,-2.4079885,1.8945141,1.4501982,12.535,0.37526903,-0.5129577,-0.40186736
12.555,-1.621439,1.3028171,1.3813114,12.543,0.3901827,-0.5523725,-0.32623366
12.566,-0.72931385,0.84106654,1.5776777,12.556,0.3933785,-0.49271768,-0.26764414
12.576,-0.00993824,0.48847932,1.8393877,12.565,0.4136185,-0.33186287,-0.24101253
12.584,0.29759312,0.13997146,2.1325202,12.575,0.4690122,-0.085787,-0.22609885
12.595,0.32735825,-0.18545085,2.2896848,12.583,0.55423325,0.22420467,-0.18561883
12.604,0.22357655,-0.62686384,2.2214613,12.595,0.63199747,0.52887,-0.11105038
12.615,0.028256416,-1.0850313,2.0366783,12.603,0.6788691,0.73766166,-0.021568255
12.626,-0.3725195,-1.3279951,1.7618836,12.616,0.7086964,0.8207522,0.07004441
