0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
3.741,-5.1229134,2.150959,-0.958931,3.73,-0.28412908,1.3288829,1.0777837
3.75,-5.403989,1.0824925,-2.0423245,3.74,-0.5046387,1.2180955,1.1097416
3.761,-5.9114914,-0.078408554,-2.5140464,3.749,-0.7858682,1.1105039,1.0415647
3.77,-6.21059,-1.438512,-1.733528,3.76,-1.0298135,0.95710593,0.9371689
3.78,-5.992461,-2.7744117,-0.7735421,3.77,-1.1192956,0.6407227,0.8221204
3.791,-5.5207024,-3.9111319,0.029946804,3.781,-1.0607061,0.20289941,0.6687225
3.799,-4.8421135,-4.6661434,0.6444945,3.792,-0.94565773,-0.28073022,0.4663224
3.812,-3.9164982,-5.01192,0.9690977,3.801,-0.8774809,-0.7292062,0.23835605
3.823,-2.6836824,-5.049249,1.3718791,3.811,-0.89239454,-1.076482,0.04234755
3.833,-1.3533859,-4.645185,1.912769,3.822,-0.9541798,-1.2778169,-0.10359354
