0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
13.848,2.3828506,2.2453072,0.39815277,13.837,-0.04977111,-0.8719515,0.012520175
13.863,3.102683,2.141296,1.2919192,13.849,-0.18079852,-1.0040442,-0.0961367
13.869,3.7070513,2.0790064,2.2385,13.863,-0.2276701,-0.9337368,-0.20053251
13.879,4.005987,1.8620586,3.0968022,13.868,-0.2574975,-0.73879355,-0.31451577
13.889,4.01647,1.4416579,3.6346097,13.878,-0.2713459,-0.48952186,-0.42317262
13.899,3.6951122,0.9504004,3.6455173,13.889,-0.25536698,-0.21787967,-0.49667582
13.91,3.628111,1.0872514,2.5998566,13.899,-0.21914801,0.058023572,-0.5158505
13.92,3.1698284,1.3987921,0.41602635,13.911,-0.23512696,0.31262156,-0.50839365
13.93,2.7157488,0.95974606,-1.4539182,13.921,-0.26708487,0.52887,-0.45193473
13.939,4.0294895,0.0909189,-2.5701802,13.931,-0.24364907,0.46815002,-0.43808633
