0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
1.314,0.3894539,0.0076785088,0.77980804,1.304,0.47646907,0.20716047,-0.06950511
1.325,1.013237,0.01994574,0.35856062,1.315,0.49031746,0.37121105,0.017846493
1.334,1.6531544,0.1893878,0.09196092,1.324,0.43492377,0.4990427,0.12437285
1.345,2.3379517,0.66696286,0.0043765604,1.335,0.3699427,0.5821332,0.22983395
1.355,2.956087,1.246388,0.006943438,1.344,0.32413638,0.5927858,0.3054676
1.366,3.5487099,1.8380181,0.16713047,1.354,0.2857869,0.5256742,0.31185922
1.375,4.095145,2.325424,0.5462902,1.365,0.2218711,0.35842788,0.21172446
1.385,4.2654667,2.5778985,1.3210387,1.376,0.12386684,0.08998148,0.0050633308
1.395,3.6009884,2.6129572,1.8176548,1.384,0.012014176,-0.16568176,-0.20905462
1.406,3.217926,3.0332162,1.7024045,1.405,-0.31928277,-0.21574914,-0.34647363
