0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
9.802,-1.3058395,4.516644,-0.38645792,9.795,-0.21488695,-0.19231334,0.5707183
9.815,-2.3414688,4.262007,-0.47805727,9.803,-0.2425838,0.35949314,0.6186551
9.825,-3.2374544,3.409646,-0.7311924,9.815,-0.2724112,0.8196869,0.6836362
9.835,-3.950984,2.247503,-1.1389958,9.829,-0.34165332,1.1158302,0.74755204
9.844,-4.422863,1.1300546,-1.4754013,9.835,-0.45776707,1.2308786,0.7890973
9.855,-4.68828,0.13506967,-1.5686483,9.843,-0.5877292,1.2021165,0.7944236
9.867,-4.780815,-0.80135286,-1.4239578,9.855,-0.69958186,1.0508491,0.7571394
9.877,-4.7394066,-1.7190195,-1.0422274,9.866,-0.7581714,0.80370796,0.6772446
9.887,-4.41208,-2.5395126,-0.3832545,9.876,-0.7539103,0.50330365,0.56752247
9.898,-3.7714434,-3.1188157,0.36366066,9.886,-0.70490825,0.14857098,0.41838554
