0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
10.917,-4.40018,-3.1632862,-0.04340899,10.907,-0.6260787,0.55869734,0.5462172
10.928,-3.990654,-3.6465507,0.68009317,10.918,-0.6292745,0.33499208,0.40027606
10.937,-3.3377867,-3.774676,1.3586451,10.927,-0.6005124,0.09211201,0.22876868
10.948,-2.7482262,-3.5845892,1.8283458,10.937,-0.5653587,-0.1614207,0.056195978
10.958,-2.1861029,-3.2624037,1.9388646,10.947,-0.5579018,-0.35423338,-0.083353534
10.97,-1.5438547,-2.7941802,2.1252787,10.957,-0.5973166,-0.43412817,-0.1632483
10.986,-0.8218765,-2.2324188,2.0927734,10.968,-0.6654934,-0.42347553,-0.1920104
10.989,-0.08285713,-1.6665621,2.24645,10.978,-0.71769136,-0.3084271,-0.19520621
10.998,0.5794592,-1.0118115,2.6923602,10.988,-0.70384294,-0.112418585,-0.18455358
11.009,1.2010345,-0.32611996,3.0400872,10.999,-0.62181765,0.09850359,-0.17283566
