0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
9.502,0.9448776,0.33672923,1.7328467,9.491,0.55423325,0.52354366,0.26605287
9.512,1.4496069,0.4329067,1.1921413,9.502,0.48818696,0.49691212,0.35340446
9.523,2.0111122,0.6837487,0.7901142,9.511,0.38911742,0.4308658,0.3821666
9.533,2.646716,1.1084044,0.7076821,9.522,0.23785004,0.24444468,0.34275186
9.542,3.9210768,1.7243093,0.9175795,9.532,0.036515236,-0.112418585,0.21811604
9.553,4.961334,2.5338445,1.4568346,9.543,-0.16801535,-0.5619598,-0.073766164
9.563,4.5590734,3.4727123,1.8274498,9.554,-0.30010805,-0.8847347,-0.43382528
9.574,4.800004,4.9118166,0.18412507,9.564,-0.40450388,-0.9039094,-0.6617916
9.581,5.437251,5.3222623,-3.0999057,9.573,-0.6228829,-0.7100315,-0.8119938
9.597,5.189248,2.9734771,-5.2098618,9.582,-0.8284788,-0.34677657,-0.8993454
