0.005,0.0,0.0.1,0.0.2,0.0.3,-0.03805321,-0.07087331,-0.055656694
11.827,-0.47077084,-1.1829069,-1.0866195,11.817,1.34892,0.8069038,1.4857795
11.841,0.96983814,0.059991598,-1.241956,11.828,1.0900608,0.56189317,1.4698006
11.847,2.3061476,1.403579,-1.0951235,11.842,0.7289365,0.022869876,1.2642047
11.859,2.5533047,2.7038105,-0.85939944,11.846,0.38272586,-0.6290715,0.8956236
11.866,1.4940166,3.7682517,-0.5877894,11.858,0.16967317,-1.0168273,0.53343403
11.878,0.49572277,4.2760606,-0.31618714,11.867,0.09723526,-0.9049747,0.34594762
11.888,-0.2528658,4.3177247,-0.24604696,11.879,0.07379946,-0.4394545,0.30972868
11.9,-1.3014231,3.8217897,-0.30413055,11.887,0.0045573306,0.11235201,0.3672529
11.908,-2.158145,2.6156747,-0.60828,11.899,-0.17014588,0.52460897,0.5142593
11.92,-2.4656372,1.2054094,-0.59425104,11.907,-0.34911016,0.8175564,0.65913516
